nzz;ta;blick;20min;baz;az;bund;luz;südost;weltwoche;woz;watson
143694099006529_1430399663669293;177194474660_10155006610129661;62562538918_10155074144478919;29396596956_10153829689061957;111236060676_10153878705065677;118231518201711_1355480591143458;;170815382956921_1647799301925181;149845148361826_1378678242145171;;;536723559736207_1228721490536407
143694099006529_1430280793681180;177194474660_10155006098724661;62562538918_10155074491023919;29396596956_10153832922396957;111236060676_10153878373910677;118231518201711_1354902001201317;;170815382956921_1647422965296148;149845148361826_1378646122148383;;;536723559736207_1228637323878157
143694099006529_1429062820469644;177194474660_10155006451859661;62562538918_10155074450798919;29396596956_10153832731926957;111236060676_10153878281175677;118231518201711_1353945364630314;;170815382956921_1643477112357400;149845148361826_1378723672140628;;;536723559736207_1227900107285212
143694099006529_1430190627023530;177194474660_10155006427474661;62562538918_10155074398183919;29396596956_10153832635496957;111236060676_10153878175730677;118231518201711_1353588024666048;;170815382956921_1642728752432236;149845148361826_1378712322141763;;;536723559736207_1225605064181383
143694099006529_1430151947027398;177194474660_10155006208179661;62562538918_10155074329063919;29396596956_10153832421276957;111236060676_10153878025715677;118231518201711_1353397708018413;;170815382956921_1641778705860574;149845148361826_1378658952147100;;;536723559736207_1228378647237358
143694099006529_1430137240362202;177194474660_10155006229229661;62562538918_10155074267578919;29396596956_10153832204621957;111236060676_10153877738205677;118231518201711_1353371234687727;;170815382956921_1641558485882596;149845148361826_1378571428822519;;;536723559736207_1228213563920533
143694099006529_1430062787036314;177194474660_10155006192159661;62562538918_10155074224818919;29396596956_10153832190551957;111236060676_10153877618885677;118231518201711_1353369028021281;;170815382956921_1641335789238199;149845148361826_1378597525486576;;;536723559736207_1227966063945283
143694099006529_1429935453715714;177194474660_10155006226884661;62562538918_10155074174938919;29396596956_10153832099591957;111236060676_10153877590595677;118231518201711_1353363428021841;;170815382956921_1641230155915429;149845148361826_1378637568815905;;;536723559736207_1227875863954303
143694099006529_1429852593724000;177194474660_10155006218424661;62562538918_10155074131688919;29396596956_10153832023136957;111236060676_10153875990130677;118231518201711_1352701074754743;;170815382956921_1637949826243462;149845148361826_1378641792148816;;;536723559736207_1227893637285859
143694099006529_1429809097061683;177194474660_10155006113209661;62562538918_10155074081653919;29396596956_10153830098201957;111236060676_10153875538295677;118231518201711_1352432064781644;;170815382956921_1637617469610031;149845148361826_1378621468817515;;;536723559736207_1227897097285513
143694099006529_1429758060400120;177194474660_10155006118799661;62562538918_10155074061988919;29396596956_10153830095946957;111236060676_10153875315805677;118231518201711_1352362941455223;;170815382956921_1637530196285425;149845148361826_1378542005492128;;;536723559736207_1227776410630915
143694099006529_1429684627074130;177194474660_10155006103464661;62562538918_10155072964643919;29396596956_10153830009811957;111236060676_10153875267215677;118231518201711_1352228401468677;;170815382956921_1637607812944330;149845148361826_1378534948826167;;;536723559736207_1227646503977239
143694099006529_1429325973776662;177194474660_10155005938284661;62562538918_10155072415223919;29396596956_10153830023891957;111236060676_10153875227105677;118231518201711_1352216218136562;;170815382956921_1637169402988171;149845148361826_1378525572160438;;;536723559736207_1227623080646248
143694099006529_1429269263782333;177194474660_10155005942759661;62562538918_10155072750838919;29396596956_10153829763586957;111236060676_10153875212875677;118231518201711_1351541004870750;;170815382956921_1636525379719240;149845148361826_1378480662164929;;;536723559736207_1227621033979786
143694099006529_1429244347118158;177194474660_10155005914379661;62562538918_10155072683018919;29396596956_10153829698501957;111236060676_10153875187260677;118231518201711_1351529874871863;;170815382956921_1635959336442511;149845148361826_1378504665495862;;;536723559736207_1226825774059312
143694099006529_1429235017119091;177194474660_10155005891404661;62562538918_10155072618928919;29396596956_10153829474201957;111236060676_10153875152845677;118231518201711_1351487111542806;;170815382956921_1635691476469297;149845148361826_1377796822233313;;;536723559736207_1227500130658543
143694099006529_1429185710457355;177194474660_10155005783369661;62562538918_10155072557588919;29396596956_10153829473356957;111236060676_10153874748735677;118231518201711_1351547254870125;;170815382956921_1631819353523176;149845148361826_1377973825548946;;;536723559736207_1225593327515890
143694099006529_1429163393792920;177194474660_10155004232004661;62562538918_10155072481773919;29396596956_10153827704461957;111236060676_10153873833690677;118231518201711_1351427388215445;;170815382956921_1631805053524606;149845148361826_1377953922217603;;;536723559736207_1226816060726950
143694099006529_1429131863796073;177194474660_10155004067999661;62562538918_10155072279213919;29396596956_10153827603246957;111236060676_10153873325275677;118231518201711_1351222871569230;;170815382956921_1632242660147512;149845148361826_1377986115547717;;;536723559736207_1227075740700982
143694099006529_1429127477129845;177194474660_10155004077589661;62562538918_10155072238308919;29396596956_10153827587981957;111236060676_10153872747980677;118231518201711_1351355441555973;;170815382956921_1631742733530838;149845148361826_1377984128881249;;;536723559736207_1226803990728157
143694099006529_1429082147134378;177194474660_10155004047219661;62562538918_10155072201333919;29396596956_10153827371016957;111236060676_10153872472230677;118231518201711_1351235381567979;;170815382956921_1631331163571995;149845148361826_1377979142215081;;;536723559736207_1226348480773708
143694099006529_1429080743801185;177194474660_10155003835699661;62562538918_10155072122558919;29396596956_10153827355716957;111236060676_10153872327065677;118231518201711_1351180954906755;;170815382956921_1630773386961106;149845148361826_1378157792197216;;;536723559736207_1226563067418916
143694099006529_1429067340469192;177194474660_10155004065064661;62562538918_10155072044748919;29396596956_10153827076566957;111236060676_10153871498155677;118231518201711_1351186734906177;;170815382956921_1630473230324455;149845148361826_1377976808881981;;;536723559736207_1226609100747646
143694099006529_1429025967139996;177194474660_10155003872829661;62562538918_10155071980508919;29396596956_10153827014971957;111236060676_10153871077285677;118231518201711_1351174574907393;;170815382956921_1630453356993109;149845148361826_1377866975559631;;;536723559736207_1226575997417623
143694099006529_1429004007142192;177194474660_10155004238849661;62562538918_10155071885788919;29396596956_10153826948896957;111236060676_10153870483865677;118231518201711_1350697558288428;;170815382956921_1630155480356230;149845148361826_1378058568873805;;;536723559736207_1226532674088622
143694099006529_1428981920477734;177194474660_10155003777884661;62562538918_10155071751458919;29396596956_10153826813026957;111236060676_10153869055155677;118231518201711_1350542681637249;;170815382956921_1629883277050117;149845148361826_1377975228882139;;;536723559736207_1226362494105640
143694099006529_1428938957148697;177194474660_10155003850254661;62562538918_10155071689623919;29396596956_10153825207081957;111236060676_10153869002920677;118231518201711_1350539584970892;;170815382956921_1626285790743199;149845148361826_1378037675542561;;;536723559736207_1226343527440870
143694099006529_1428911207151472;177194474660_10155004222559661;62562538918_10155071635813919;29396596956_10153825195321957;111236060676_10153868900290677;118231518201711_1350529668305217;;170815382956921_1627307440641034;149845148361826_1377728055573523;;;536723559736207_1225561120852444
143694099006529_1428906363818623;177194474660_10155003787679661;62562538918_10155071577203919;29396596956_10153825191836957;111236060676_10153868657930677;118231518201711_1350497491641768;;170815382956921_1625990374106074;149845148361826_1377847238894938;;;536723559736207_1226241500784406
143694099006529_1428869790488947;177194474660_10155003827754661;62562538918_10155071549738919;29396596956_10153825185891957;111236060676_10153868577665677;118231518201711_1350487641642753;;170815382956921_1625442197494225;149845148361826_1377971015549227;;;536723559736207_1225601754181714
143694099006529_1428824157160177;177194474660_10155003728799661;62562538918_10155071522768919;29396596956_10153824844601957;111236060676_10153868411870677;118231518201711_1350416198316564;;170815382956921_1625214750850303;149845148361826_1377955598884102;;;536723559736207_1225997777475445
143694099006529_1428822997160293;177194474660_10155003719329661;62562538918_10155071463088919;29396596956_10153824843306957;111236060676_10153867645010677;118231518201711_1350399134984937;;170815382956921_1624826004222511;149845148361826_1377852228894439;;;536723559736207_1225976480810908
143694099006529_1428800393829220;177194474660_10155003710759661;62562538918_10155071360958919;29396596956_10153824529661957;111236060676_10153866173620677;118231518201711_1350256071665910;;170815382956921_1624615137576931;149845148361826_1377824452230550;;;536723559736207_1225623567512866
143694099006529_1428795397163053;177194474660_10155003660599661;62562538918_10155071166288919;29396596956_10153824518261957;111236060676_10153866142035677;118231518201711_1350232071668310;;170815382956921_1619927671379011;149845148361826_1377790472233948;;;536723559736207_1225665960841960
143694099006529_1428788857163707;177194474660_10155003644944661;62562538918_10155071063353919;29396596956_10153824508681957;111236060676_10153866020670677;118231518201711_1350192075005643;;170815382956921_1619290934776018;149845148361826_1377807328898929;;;536723559736207_1225907447484478
143694099006529_1428736447168948;177194474660_10155003631849661;62562538918_10155070981533919;29396596956_10153824364976957;111236060676_10153865534060677;118231518201711_1350171381674379;;170815382956921_1619186224786489;149845148361826_1377741328905529;;;536723559736207_1225600280848528
143694099006529_1428489543860305;177194474660_10155003618659661;62562538918_10155070910098919;29396596956_10153822911226957;111236060676_10153865526930677;118231518201711_1349495915075259;;170815382956921_1619052278133217;149845148361826_1377739015572427;;;536723559736207_1225505244191365
143694099006529_1428355490540377;177194474660_10155003604444661;62562538918_10155070846198919;29396596956_10153821394666957;111236060676_10153863898395677;118231518201711_1349808321710685;;170815382956921_1618422888196156;149845148361826_1377753955570933;;;536723559736207_1225430230865533
143694099006529_1428302773878982;177194474660_10155003441424661;62562538918_10155070798103919;29396596956_10153822042641957;111236060676_10153863881980677;118231518201711_1349811711710346;;170815382956921_1616110708427374;149845148361826_1377734908906171;;;536723559736207_1225359594205930
143694099006529_1428297350546191;177194474660_10155003434784661;62562538918_10155068339498919;29396596956_10153821815671957;111236060676_10153863152025677;118231518201711_1349807095044141;;170815382956921_1613658992005879;149845148361826_1377723915573937;;;536723559736207_1225368144205075
143694099006529_1428261217216471;177194474660_10155003400169661;62562538918_10155069157048919;29396596956_10153821818061957;111236060676_10153863144095677;118231518201711_1349805711710946;;170815382956921_1610395085665603;149845148361826_1377659455580383;;;536723559736207_1225308190877737
143694099006529_1428242117218381;177194474660_10155003338249661;62562538918_10155069054193919;29396596956_10153821889341957;111236060676_10153862047110677;118231518201711_1349607725064078;;170815382956921_1610089572362821;149845148361826_1377634738916188;;;536723559736207_1225267777548445
143694099006529_1428199020556024;177194474660_10155003317219661;62562538918_10155068880333919;29396596956_10153821645836957;111236060676_10153862042835677;118231518201711_1349589421732575;;170815382956921_1609545435750568;149845148361826_1376966998982962;;;536723559736207_1225131044228785
143694099006529_1428157740560152;177194474660_10155003284649661;62562538918_10155068792633919;29396596956_10153821424281957;111236060676_10153861455740677;118231518201711_1349523278405856;;170815382956921_1607844442587334;149845148361826_1377262062286789;;;536723559736207_1225071574234732
143694099006529_1428108053898454;177194474660_10155003028134661;62562538918_10155068724343919;29396596956_10153821419591957;111236060676_10153861370140677;118231518201711_1349602518397932;;170815382956921_1607199535985158;149845148361826_1377168455629483;;;536723559736207_1224854904256399
143694099006529_1428101127232480;177194474660_10155002963089661;62562538918_10155068643253919;29396596956_10153820267726957;111236060676_10153861254525677;118231518201711_1349527528405431;;170815382956921_1606521442719634;149845148361826_1377567915589537;;;536723559736207_1224750847600138
143694099006529_1426852080690718;177194474660_10155002967454661;62562538918_10155067522648919;29396596956_10153820228781957;111236060676_10153861213960677;118231518201711_1349447935080057;;170815382956921_1604337802937998;149845148361826_1376960168983645;;;536723559736207_1224458164296073
143694099006529_1428083193900940;177194474660_10155002936859661;62562538918_10155068378173919;29396596956_10153820121176957;111236060676_10153861167515677;118231518201711_1349368048421379;;170815382956921_1604108586294253;149845148361826_1376957585650570;;;536723559736207_1224313130977243
143694099006529_1428072910568635;177194474660_10155002828299661;62562538918_10155068320228919;29396596956_10153819913816957;111236060676_10153861145285677;118231518201711_1349360785088772;;170815382956921_1603106649727780;149845148361826_1377235012289494;;;536723559736207_1224146107660612
143694099006529_1427992013910058;177194474660_10155000977919661;62562538918_10155068121258919;29396596956_10153819876456957;111236060676_10153860441630677;118231518201711_1349315921759925;;170815382956921_1602940219744423;149845148361826_1377232005623128;;;536723559736207_1224158574326032
143694099006529_1428032983905961;177194474660_10155000985744661;62562538918_10155068056488919;29396596956_10153819839561957;111236060676_10153859340695677;118231518201711_1349241075100743;;170815382956921_1602344213137357;149845148361826_1377194708960191;;;536723559736207_1224137880994768
143694099006529_1427995503909709;177194474660_10155000651679661;62562538918_10155067558783919;29396596956_10153819500826957;111236060676_10153858984975677;118231518201711_1348586751832842;;170815382956921_1601678809870564;149845148361826_1377179558961706;;;536723559736207_1224031367672086
143694099006529_1427979280577998;177194474660_10155000701144661;62562538918_10155067877233919;29396596956_10153818672251957;111236060676_10153858882900677;118231518201711_1348661025158748;;170815382956921_1601531873218591;149845148361826_1376786582334337;;;536723559736207_1223844534357436
143694099006529_1427979267244666;177194474660_10155000600284661;62562538918_10155067686428919;29396596956_10153818884991957;111236060676_10153858855745677;118231518201711_1348623455162505;;170815382956921_1601439989894446;149845148361826_1377036402309355;;;536723559736207_1223623757712847
143694099006529_1427971050578821;177194474660_10155000492809661;62562538918_10155067669743919;29396596956_10153818668416957;111236060676_10153858569185677;118231518201711_1348643725160478;;170815382956921_1597662850272160;149845148361826_1377018888977773;;;536723559736207_1220973767977846
143694099006529_1427907757251817;177194474660_10155000928134661;62562538918_10155067642723919;29396596956_10153818533926957;111236060676_10153858550250677;118231518201711_1348750828483101;;170815382956921_1598761550162290;149845148361826_1377004838979178;;;536723559736207_1223614947713728
143694099006529_1427903863918873;177194474660_10155000423449661;62562538918_10155067624003919;29396596956_10153817099031957;111236060676_10153858405665677;118231518201711_1348608075164043;;170815382956921_1597844000254045;149845148361826_1376926512320344;;;536723559736207_1223473994394490
143694099006529_1427869673922292;177194474660_10155000916714661;62562538918_10155067508803919;29396596956_10153816790821957;111236060676_10153858381555677;118231518201711_1348547791836738;;170815382956921_1597774700260975;149845148361826_1376895612323434;;;536723559736207_1220982394643650
143694099006529_1427865713922688;177194474660_10154999504569661;62562538918_10155067560808919;29396596956_10153815828736957;111236060676_10153858273145677;118231518201711_1348458681845649;;170815382956921_1597337946971317;149845148361826_1376894162323579;;;536723559736207_1223219871086569
143694099006529_1427827737259819;177194474660_10155000959369661;62562538918_10155067525248919;29396596956_10153814699136957;111236060676_10153858262720677;118231518201711_1348424225182428;;170815382956921_1596144700423975;149845148361826_1376903255656003;;;536723559736207_1220969377978285
143694099006529_1427795377263055;177194474660_10154999473524661;62562538918_10155067486503919;29396596956_10153813959956957;111236060676_10153858000225677;118231518201711_1348435985181252;;170815382956921_1595965467108565;149845148361826_1376877548991907;;;536723559736207_1222932037782019
143694099006529_1427787357263857;177194474660_10154999491289661;62562538918_10155067420948919;29396596956_10153814062256957;111236060676_10153857026520677;118231518201711_1348409831850534;;170815382956921_1595239130514532;149845148361826_1376874415658887;;;536723559736207_1222708234471066
143694099006529_1427778773931382;177194474660_10155000193174661;62562538918_10155067361658919;29396596956_10153814165781957;111236060676_10153856957600677;118231518201711_1348392368518947;;170815382956921_1593223050716140;149845148361826_1376844838995178;;;536723559736207_1222635377811685
143694099006529_1427760400599886;177194474660_10155000438304661;62562538918_10155067245613919;29396596956_10153813941596957;111236060676_10153856418325677;118231518201711_1348386775186173;;170815382956921_1592493404122438;149845148361826_1376841275662201;;;536723559736207_1222531794488710
143694099006529_1427708777271715;177194474660_10155000515959661;62562538918_10155067175718919;29396596956_10153813562496957;111236060676_10153856212575677;118231518201711_1347723141919203;;170815382956921_1591386707566441;149845148361826_1376826245663704;;;536723559736207_1222390127836210
143694099006529_1427540773955182;177194474660_10155000449554661;62562538918_10155066143508919;29396596956_10153813483591957;111236060676_10153856103870677;118231518201711_1347724895252361;;170815382956921_1591264460911999;149845148361826_1376780055668323;;;536723559736207_1222156894526200
143694099006529_1427471650628761;177194474660_10155000328874661;62562538918_10155066107678919;29396596956_10153813247536957;111236060676_10153856091160677;118231518201711_1347616035263247;;170815382956921_1591160317589080;149845148361826_1375339965812332;;;536723559736207_1221080247967198
143694099006529_1427395287303064;177194474660_10154999835114661;62562538918_10155066068278919;29396596956_10153813167751957;111236060676_10153855889685677;118231518201711_1347281115296739;;170815382956921_1590212857683826;149845148361826_1376763462336649;;;536723559736207_1221992257875997
143694099006529_1427227067319886;177194474660_10154999825284661;62562538918_10155065995148919;29396596956_10153812882491957;111236060676_10153855887420677;118231518201711_1347232368634947;;170815382956921_1590079934363785;149845148361826_1376158049063857;;;536723559736207_1221138111294745
143694099006529_1427171320658794;177194474660_10154999777384661;62562538918_10155065934488919;29396596956_10153812882066957;111236060676_10153854921020677;118231518201711_1347231685301682;;170815382956921_1589863531052092;149845148361826_1376517222361273;;;536723559736207_1221128621295694
143694099006529_1427149460660980;177194474660_10154999784459661;62562538918_10155065858093919;29396596956_10153812881706957;111236060676_10153854724845677;118231518201711_1347232965301554;;170815382956921_1585889754782803;149845148361826_1376185759061086;;;536723559736207_1221130741295482
143694099006529_1427089424000317;177194474660_10154999823449661;62562538918_10155065785048919;29396596956_10153812127306957;111236060676_10153854111435677;118231518201711_1347231088635075;;170815382956921_1585291131509332;149845148361826_1375899305756398;;;536723559736207_1221039091304647
143694099006529_1427065257336067;177194474660_10154999745404661;62562538918_10155065754303919;29396596956_10153811882351957;111236060676_10153854080335677;118231518201711_1345016595523191;;170815382956921_1584542598250852;149845148361826_1376150482397947;;;536723559736207_1220777111330845
143694099006529_1427021570673769;177194474660_10154999733714661;62562538918_10155065720143919;29396596956_10153811703856957;111236060676_10153854077645677;118231518201711_1347124755312375;;170815382956921_1583943771644068;149845148361826_1376013105745018;;;536723559736207_1220963121312244
143694099006529_1426953577347235;177194474660_10154999642849661;62562538918_10155065644228919;29396596956_10153811613771957;111236060676_10153853696005677;118231518201711_1347124085312442;;170815382956921_1582542595117519;149845148361826_1376001129079549;;;536723559736207_1220808331327723
143694099006529_1426929020683024;177194474660_10154999717459661;62562538918_10155065551363919;29396596956_10153811437841957;111236060676_10153853608140677;118231518201711_1347124421979075;;170815382956921_1581300855241693;149845148361826_1375978575748471;;;536723559736207_1220621721346384
143694099006529_1426917147350878;177194474660_10154999542944661;62562538918_10155065457898919;29396596956_10153811298406957;111236060676_10153851210360677;118231518201711_1347122771979240;;170815382956921_1581284411910004;149845148361826_1375969162416079;;;536723559736207_1220591198016103
143694099006529_1426892624019997;177194474660_10154999578144661;62562538918_10155065388663919;29396596956_10153811120841957;111236060676_10153851208210677;118231518201711_1346382698719914;;170815382956921_1578769825494796;149845148361826_1375336585812670;;;536723559736207_1219908744751015
143694099006529_1426851627357430;177194474660_10154999528414661;62562538918_10155065323293919;29396596956_10153810878236957;111236060676_10153848884160677;118231518201711_1346404952051022;;170815382956921_1578249248880187;149845148361826_1375898185756510;;;536723559736207_1219629631445593
143694099006529_1426840900691836;177194474660_10154999454624661;62562538918_10155065197938919;29396596956_10153810877666957;111236060676_10153848875420677;118231518201711_1346380428720141;;170815382956921_1573006702737775;149845148361826_1375897535756575;;;536723559736207_1219631004778789
143694099006529_1426839760691950;177194474660_10154999319759661;62562538918_10155065078213919;29396596956_10153810870311957;111236060676_10153848780675677;118231518201711_1346175752073942;;170815382956921_1574951322543313;149845148361826_1375337909145871;;;536723559736207_1219249568150266
143694099006529_1426828490693077;177194474660_10154995533729661;62562538918_10155064953578919;29396596956_10153810656376957;111236060676_10153848690570677;118231518201711_1346139012077616;;170815382956921_1574317912606654;149845148361826_1375439755802353;;;536723559736207_1219915094750380
143694099006529_1426833067359286;177194474660_10154996476124661;62562538918_10155064917073919;29396596956_10153809676231957;111236060676_10153848655945677;118231518201711_1345914258766758;;170815382956921_1573444556027323;149845148361826_1375252355821093;;;536723559736207_1219433344798555
143694099006529_1426818510694075;177194474660_10154996074794661;62562538918_10155064863478919;29396596956_10153809116756957;111236060676_10153848500130677;118231518201711_1345250048833179;;170815382956921_1572992642739181;149845148361826_1375333685812960;;;536723559736207_1219407361467820
143694099006529_1426810227361570;177194474660_10154996315014661;62562538918_10155064809638919;29396596956_10153809048286957;111236060676_10153847605285677;118231518201711_1345911182100399;;170815382956921_1572568586114920;149845148361826_1375344975811831;;;536723559736207_1219521348123088
143694099006529_1426797257362867;177194474660_10154996165594661;62562538918_10155064725883919;29396596956_10153809182661957;111236060676_10153847516465677;118231518201711_1345912805433570;;170815382956921_1571923986179380;149845148361826_1375379575808371;;;536723559736207_1219257371482819
143694099006529_1426789704030289;177194474660_10154996434959661;62562538918_10155064683688919;29396596956_10153808947261957;111236060676_10153846773690677;118231518201711_1345149758843208;;170815382956921_1570011339703978;149845148361826_1375335859146076;;;536723559736207_1219124664829423
143694099006529_1426782954030964;177194474660_10154995121429661;62562538918_10155064637718919;29396596956_10153808761336957;111236060676_10153846275805677;118231518201711_1345910775433773;;170815382956921_1569635543074891;149845148361826_1375334712479524;;;536723559736207_1219063768168846
143694099006529_1426779770697949;177194474660_10154995255694661;62562538918_10155064622353919;29396596956_10153808686391957;111236060676_10153846261280677;118231518201711_1345476448810539;;170815382956921_1568392893199156;149845148361826_1375245192488476;;;536723559736207_1219022808172942
143694099006529_1426688977373695;177194474660_10154996227299661;62562538918_10155064571458919;29396596956_10153808564416957;111236060676_10153846110865677;118231518201711_1345914032100114;;170815382956921_1567406836631095;149845148361826_1375247685821560;;;536723559736207_1219016671506889
143694099006529_1426682007374392;177194474660_10154995961604661;62562538918_10155064547713919;29396596956_10153808509346957;111236060676_10153846051655677;118231518201711_1345911558767028;;170815382956921_1567813939923718;149845148361826_1375076112505384;;;536723559736207_1218831204858769
143694099006529_1426676757374917;177194474660_10154995826674661;62562538918_10155064473388919;29396596956_10153808259506957;111236060676_10153845252965677;118231518201711_1345912465433604;;170815382956921_1567360419969070;149845148361826_1375249115821417;;;536723559736207_1218750404866849
143694099006529_1426676334041626;177194474660_10154995928514661;62562538918_10155063309813919;29396596956_10153807014821957;111236060676_10153845093890677;118231518201711_1345913675433483;;170815382956921_1567287163309729;149845148361826_1375246705821658;;;536723559736207_1218180408257182
143694099006529_1426608904048369;177194474660_10154995939489661;62562538918_10155063280843919;29396596956_10153806710316957;111236060676_10153844306685677;118231518201711_1345911955433655;;170815382956921_1566831953355250;149845148361826_1375070925839236;;;536723559736207_1218033374938552
143694099006529_1426590197383573;177194474660_10154995438004661;62562538918_10155063240213919;29396596956_10153806449911957;111236060676_10153844296900677;118231518201711_1345297558828428;;170815382956921_1566651336706645;149845148361826_1375166559163006;;;536723559736207_1218431011565455
143694099006529_1426556954053564;177194474660_10154995490814661;62562538918_10155063239993919;29396596956_10153806266336957;111236060676_10153844174975677;118231518201711_1345275012164016;;170815382956921_1566421550062957;149845148361826_1375104665835862;;;536723559736207_1218261738249049
143694099006529_1426554977387095;177194474660_10154995384944661;62562538918_10155063146328919;29396596956_10153806113981957;111236060676_10153844149950677;118231518201711_1345273465497504;;170815382956921_1562523610452751;149845148361826_1375102225836106;;;536723559736207_1218007304941159
143694099006529_1426538384055421;177194474660_10154995448634661;62562538918_10155063082588919;29396596956_10153805917736957;111236060676_10153844019810677;118231518201711_1345182175506633;;170815382956921_1563415367030242;149845148361826_1375071812505814;;;536723559736207_1218014284940461
143694099006529_1426518627390730;177194474660_10154995545069661;62562538918_10155063003663919;29396596956_10153805821991957;111236060676_10153843982470677;118231518201711_1345192765505574;;170815382956921_1561241180580994;149845148361826_1375108809168781;;;536723559736207_1217863928288830
143694099006529_1426514490724477;177194474660_10154995482089661;62562538918_10155062925293919;29396596956_10153805733506957;111236060676_10153843815855677;118231518201711_1345131058845078;;170815382956921_1562287020476410;149845148361826_1375045792508416;;;536723559736207_1217705688304654
143694099006529_1426507017391891;177194474660_10154995460774661;62562538918_10155062854038919;29396596956_10153805656986957;111236060676_10153843796770677;118231518201711_1345093765515474;;170815382956921_1562063730498739;149845148361826_1375046389175023;;;536723559736207_1217670861641470
143694099006529_1426412120734714;177194474660_10154995416114661;62562538918_10155062769003919;29396596956_10153805514591957;111236060676_10153842861060677;118231518201711_1344977932193724;;170815382956921_1561755390529573;149845148361826_1375042175842111;;;536723559736207_1217419121666644
143694099006529_1426345030741423;177194474660_10154995190554661;62562538918_10155062668228919;29396596956_10153804510276957;111236060676_10153842482540677;118231518201711_1344948575529993;;170815382956921_1561249020580210;149845148361826_1375029739176688;;;536723559736207_1217260081682548
143694099006529_1426303934078866;177194474660_10154994908779661;62562538918_10155062581933919;29396596956_10153804235776957;111236060676_10153842378110677;118231518201711_1344200865604764;;170815382956921_1560757063962739;149845148361826_1375010265845302;;;536723559736207_1217135945028295
143694099006529_1426175910758335;177194474660_10154994879244661;62562538918_10155062541378919;29396596956_10153803936081957;111236060676_10153841990295677;118231518201711_1344185072273010;;170815382956921_1560272920677820;149845148361826_1374705965875732;;;536723559736207_1217139385027951
143694099006529_1426128147429778;177194474660_10154994913434661;62562538918_10155062497583919;29396596956_10153803615851957;111236060676_10153841969470677;118231518201711_1343935002298017;;170815382956921_1557596587612120;149845148361826_1374476805898648;;;536723559736207_1217107845031105
143694099006529_1426122060763720;177194474660_10154994824374661;62562538918_10155062367713919;29396596956_10153803588971957;111236060676_10153841959370677;118231518201711_1343976535627197;;170815382956921_1557051250999987;149845148361826_1374494905896838;;;536723559736207_1216897465052143
143694099006529_1426096994099560;177194474660_10154994769449661;62562538918_10155062307793919;29396596956_10153803342096957;111236060676_10153841791860677;118231518201711_1343954965629354;;170815382956921_1556860394352406;149845148361826_1374487245897604;;;536723559736207_1216834441725112
143694099006529_1426079627434630;177194474660_10154994607864661;62562538918_10155062237943919;29396596956_10153803261511957;111236060676_10153841738215677;118231518201711_1343911255633725;;170815382956921_1555995207772258;149845148361826_1374453805900948;;;536723559736207_1216718208403402
143694099006529_1426058147436778;177194474660_10154991450914661;62562538918_10155062191533919;29396596956_10153803231336957;111236060676_10153841576665677;118231518201711_1343878755636975;;170815382956921_1556014724436973;149845148361826_1374411745905154;;;536723559736207_1216564478418775
143694099006529_1426015187441074;177194474660_10154991521209661;62562538918_10155062135023919;29396596956_10153803055061957;111236060676_10153840183185677;118231518201711_1343349305689920;;170815382956921_1555833411121771;149845148361826_1374554022557593;;;536723559736207_1216472965094593
143694099006529_1425736284135631;177194474660_10154991292894661;62562538918_10155062079773919;29396596956_10153802483306957;111236060676_10153839932040677;118231518201711_1343288805695970;;170815382956921_1555171747854604;149845148361826_1374483809231281;;;536723559736207_1216460751762481
143694099006529_1425920007450592;177194474660_10154991484349661;62562538918_10155062036558919;29396596956_10153802373511957;111236060676_10153839638320677;118231518201711_1343343259023858;;170815382956921_1554966977875081;149845148361826_1374362659243396;;;536723559736207_1216384795103410
143694099006529_1425910337451559;177194474660_10154991374764661;62562538918_10155061988188919;29396596956_10153800978031957;111236060676_10153839496095677;118231518201711_1343316209026563;;170815382956921_1554357834602662;149845148361826_1374457885900540;;;536723559736207_1216275098447713
143694099006529_1425905910785335;177194474660_10154992073299661;62562538918_10155061932008919;29396596956_10153800988896957;111236060676_10153838735235677;118231518201711_1343281782363339;;170815382956921_1553950327976746;149845148361826_1374417949237867;;;536723559736207_1215746445167245
143694099006529_1425872364122023;177194474660_10154992038044661;62562538918_10155061888968919;29396596956_10153800701731957;111236060676_10153838332005677;118231518201711_1343330972358420;;170815382956921_1553808324657613;149845148361826_1374423962570599;;;536723559736207_1216070835134806
143694099006529_1425861320789794;177194474660_10154991414844661;62562538918_10155061851588919;29396596956_10153800688106957;111236060676_10153837944450677;118231518201711_1343207199037464;;170815382956921_1550728504965595;149845148361826_1374409859238676;;;536723559736207_1215920875149802
143694099006529_1425851690790757;177194474660_10154991027884661;62562538918_10155061812408919;29396596956_10153800679941957;111236060676_10153837687885677;118231518201711_1343034109054773;;170815382956921_1549992068372572;149845148361826_1374498072563188;;;536723559736207_1215643538510869
143694099006529_1425848604124399;177194474660_10154990550529661;62562538918_10155061744143919;29396596956_10153800619771957;111236060676_10153837673020677;118231518201711_1343161075708743;;170815382956921_1548855211819591;149845148361826_1374286689250993;;;536723559736207_1215722065169683
143694099006529_1425846874124572;177194474660_10154991258469661;62562538918_10155061616113919;29396596956_10153799278406957;111236060676_10153837485785677;118231518201711_1343026019055582;;170815382956921_1548252685213177;149845148361826_1374455789234083;;;536723559736207_1215648755177014
